product_id,title,handle,vendor,product_type,tags,created_at,published_at,product_url,image_url,variant_id,variant_title,sku,option1,option2,option3,price,compare_at_price,available,inventory_management,weight
14928458449268,Prehistoric Pet [22] [Teenage Mutant Ninja Turtles] [Non-Foil],prehistoric-pet-22-teenage-mutant-ninja-turtles-non-foil,Magic,Singles,,2026-02-03T16:48:28-05:00,2026-02-18T12:10:29-05:00,https://facetofacegames.com/products/prehistoric-pet-22-teenage-mutant-ninja-turtles-non-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/9bc8c90479f65119986b1af1d166596f5ac30c96_Asset_SIN_MTG_TMT_22_ENG_NF.jpg?v=1770155297,53880817910132,NM,SIN-MTG-TMT-22-ENG-NM-NF,NM,,,2.99,2.99,True,,
14928458449268,Prehistoric Pet [22] [Teenage Mutant Ninja Turtles] [Non-Foil],prehistoric-pet-22-teenage-mutant-ninja-turtles-non-foil,Magic,Singles,,2026-02-03T16:48:28-05:00,2026-02-18T12:10:29-05:00,https://facetofacegames.com/products/prehistoric-pet-22-teenage-mutant-ninja-turtles-non-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/9bc8c90479f65119986b1af1d166596f5ac30c96_Asset_SIN_MTG_TMT_22_ENG_NF.jpg?v=1770155297,53880817942900,PL,SIN-MTG-TMT-22-ENG-PL-NF,PL,,,0.00,,False,,
14928458383732,Prehistoric Pet [22] [Teenage Mutant Ninja Turtles] [Foil],prehistoric-pet-22-teenage-mutant-ninja-turtles-foil,Magic,Singles,,2026-02-03T16:48:28-05:00,2026-02-18T12:10:29-05:00,https://facetofacegames.com/products/prehistoric-pet-22-teenage-mutant-ninja-turtles-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/405c32e83f48e560dcaa714024809bfa08a69406_Asset_SIN_MTG_TMT_22_ENG_F.jpg?v=1770155297,53880817844596,NM,SIN-MTG-TMT-22-ENG-NM-F,NM,,,3.99,3.99,True,,
14928458383732,Prehistoric Pet [22] [Teenage Mutant Ninja Turtles] [Foil],prehistoric-pet-22-teenage-mutant-ninja-turtles-foil,Magic,Singles,,2026-02-03T16:48:28-05:00,2026-02-18T12:10:29-05:00,https://facetofacegames.com/products/prehistoric-pet-22-teenage-mutant-ninja-turtles-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/405c32e83f48e560dcaa714024809bfa08a69406_Asset_SIN_MTG_TMT_22_ENG_F.jpg?v=1770155297,53880817877364,PL,SIN-MTG-TMT-22-ENG-PL-F,PL,,,0.00,,False,,
14928457662836,"Raph & Mikey, Troublemakers [167] [Teenage Mutant Ninja Turtles] [Non-Foil]",raph-mikey-troublemakers-167-teenage-mutant-ninja-turtles-non-foil,Magic,Singles,,2026-02-03T16:48:26-05:00,2026-02-18T12:10:29-05:00,https://facetofacegames.com/products/raph-mikey-troublemakers-167-teenage-mutant-ninja-turtles-non-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/707579198af4a6fdb2bb10bbe76d65646a0c8c75_Asset_SIN_MTG_TMT_167_ENG_NF.jpg?v=1770155292,53880816337268,NM,SIN-MTG-TMT-167-ENG-NM-NF,NM,,,9.99,9.99,True,,
14928457662836,"Raph & Mikey, Troublemakers [167] [Teenage Mutant Ninja Turtles] [Non-Foil]",raph-mikey-troublemakers-167-teenage-mutant-ninja-turtles-non-foil,Magic,Singles,,2026-02-03T16:48:26-05:00,2026-02-18T12:10:29-05:00,https://facetofacegames.com/products/raph-mikey-troublemakers-167-teenage-mutant-ninja-turtles-non-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/707579198af4a6fdb2bb10bbe76d65646a0c8c75_Asset_SIN_MTG_TMT_167_ENG_NF.jpg?v=1770155292,53880816370036,PL,SIN-MTG-TMT-167-ENG-PL-NF,PL,,,0.00,,False,,
14928457564532,"Raph & Mikey, Troublemakers [167] [Teenage Mutant Ninja Turtles] [Foil]",raph-mikey-troublemakers-167-teenage-mutant-ninja-turtles-foil,Magic,Singles,,2026-02-03T16:48:26-05:00,2026-02-18T12:10:29-05:00,https://facetofacegames.com/products/raph-mikey-troublemakers-167-teenage-mutant-ninja-turtles-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/3912c9f770618f0d61d090a5b4e7a3c45c3a4ee6_Asset_SIN_MTG_TMT_167_ENG_F.jpg?v=1770155291,53880816009588,NM,SIN-MTG-TMT-167-ENG-NM-F,NM,,,12.99,12.99,True,,
14928457564532,"Raph & Mikey, Troublemakers [167] [Teenage Mutant Ninja Turtles] [Foil]",raph-mikey-troublemakers-167-teenage-mutant-ninja-turtles-foil,Magic,Singles,,2026-02-03T16:48:26-05:00,2026-02-18T12:10:29-05:00,https://facetofacegames.com/products/raph-mikey-troublemakers-167-teenage-mutant-ninja-turtles-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/3912c9f770618f0d61d090a5b4e7a3c45c3a4ee6_Asset_SIN_MTG_TMT_167_ENG_F.jpg?v=1770155291,53880816042356,PL,SIN-MTG-TMT-167-ENG-PL-F,PL,,,0.00,,False,,
14928457531764,"Raph & Leo, Sibling Rivals [166] [Teenage Mutant Ninja Turtles] [Foil]",raph-leo-sibling-rivals-166-teenage-mutant-ninja-turtles-foil,Magic,Singles,,2026-02-03T16:48:26-05:00,2026-02-18T12:10:29-05:00,https://facetofacegames.com/products/raph-leo-sibling-rivals-166-teenage-mutant-ninja-turtles-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/9a94ca82022416b2c28be88999791d322c9f0c64_Asset_SIN_MTG_TMT_166_ENG_F.jpg?v=1770155290,53880816140660,NM,SIN-MTG-TMT-166-ENG-NM-F,NM,,,4.99,4.99,True,,
14928457531764,"Raph & Leo, Sibling Rivals [166] [Teenage Mutant Ninja Turtles] [Foil]",raph-leo-sibling-rivals-166-teenage-mutant-ninja-turtles-foil,Magic,Singles,,2026-02-03T16:48:26-05:00,2026-02-18T12:10:29-05:00,https://facetofacegames.com/products/raph-leo-sibling-rivals-166-teenage-mutant-ninja-turtles-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/9a94ca82022416b2c28be88999791d322c9f0c64_Asset_SIN_MTG_TMT_166_ENG_F.jpg?v=1770155290,53880816173428,PL,SIN-MTG-TMT-166-ENG-PL-F,PL,,,0.00,,False,,
14928457498996,"Raph & Leo, Sibling Rivals [166] [Teenage Mutant Ninja Turtles] [Non-Foil]",raph-leo-sibling-rivals-166-teenage-mutant-ninja-turtles-non-foil,Magic,Singles,,2026-02-03T16:48:26-05:00,2026-02-18T12:10:29-05:00,https://facetofacegames.com/products/raph-leo-sibling-rivals-166-teenage-mutant-ninja-turtles-non-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/c121774125934289650a76e17a2b7863c594af2e_Asset_SIN_MTG_TMT_166_ENG_NF.jpg?v=1770155289,53880815944052,NM,SIN-MTG-TMT-166-ENG-NM-NF,NM,,,3.99,3.99,True,,
14928457498996,"Raph & Leo, Sibling Rivals [166] [Teenage Mutant Ninja Turtles] [Non-Foil]",raph-leo-sibling-rivals-166-teenage-mutant-ninja-turtles-non-foil,Magic,Singles,,2026-02-03T16:48:26-05:00,2026-02-18T12:10:29-05:00,https://facetofacegames.com/products/raph-leo-sibling-rivals-166-teenage-mutant-ninja-turtles-non-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/c121774125934289650a76e17a2b7863c594af2e_Asset_SIN_MTG_TMT_166_ENG_NF.jpg?v=1770155289,53880815976820,PL,SIN-MTG-TMT-166-ENG-PL-NF,PL,,,0.00,,False,,
14928456417652,"Michelangelo, Improviser [119] [Teenage Mutant Ninja Turtles] [Foil]",michelangelo-improviser-119-teenage-mutant-ninja-turtles-foil,Magic,Singles,,2026-02-03T16:48:23-05:00,2026-02-18T12:10:29-05:00,https://facetofacegames.com/products/michelangelo-improviser-119-teenage-mutant-ninja-turtles-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/9e57edf283aefde3c47d870fc352262d77151e4c_Asset_SIN_MTG_TMT_119_ENG_F.jpg?v=1770155280,53880813879668,NM,SIN-MTG-TMT-119-ENG-NM-F,NM,,,14.99,14.99,True,,
14928456417652,"Michelangelo, Improviser [119] [Teenage Mutant Ninja Turtles] [Foil]",michelangelo-improviser-119-teenage-mutant-ninja-turtles-foil,Magic,Singles,,2026-02-03T16:48:23-05:00,2026-02-18T12:10:29-05:00,https://facetofacegames.com/products/michelangelo-improviser-119-teenage-mutant-ninja-turtles-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/9e57edf283aefde3c47d870fc352262d77151e4c_Asset_SIN_MTG_TMT_119_ENG_F.jpg?v=1770155280,53880813912436,PL,SIN-MTG-TMT-119-ENG-PL-F,PL,,,0.00,,False,,
14928456286580,"Michelangelo, Improviser [119] [Teenage Mutant Ninja Turtles] [Non-Foil]",michelangelo-improviser-119-teenage-mutant-ninja-turtles-non-foil,Magic,Singles,,2026-02-03T16:48:23-05:00,2026-02-18T12:10:29-05:00,https://facetofacegames.com/products/michelangelo-improviser-119-teenage-mutant-ninja-turtles-non-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/5241598ff0a3187972ef324af296934fef4bf880_Asset_SIN_MTG_TMT_119_ENG_NF.jpg?v=1770155281,53880813683060,NM,SIN-MTG-TMT-119-ENG-NM-NF,NM,,,12.99,12.99,True,,
14928456286580,"Michelangelo, Improviser [119] [Teenage Mutant Ninja Turtles] [Non-Foil]",michelangelo-improviser-119-teenage-mutant-ninja-turtles-non-foil,Magic,Singles,,2026-02-03T16:48:23-05:00,2026-02-18T12:10:29-05:00,https://facetofacegames.com/products/michelangelo-improviser-119-teenage-mutant-ninja-turtles-non-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/5241598ff0a3187972ef324af296934fef4bf880_Asset_SIN_MTG_TMT_119_ENG_NF.jpg?v=1770155281,53880813715828,PL,SIN-MTG-TMT-119-ENG-PL-NF,PL,,,0.00,,False,,
14928460218740,"Madame Null, Power Broker [66] [Teenage Mutant Ninja Turtles] [Non-Foil]",madame-null-power-broker-66-teenage-mutant-ninja-turtles-non-foil,Magic,Singles,,2026-02-03T16:48:43-05:00,2026-02-18T12:10:28-05:00,https://facetofacegames.com/products/madame-null-power-broker-66-teenage-mutant-ninja-turtles-non-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/67c323e5b9d4c81897636b686210c52f7b2b69a7_Asset_SIN_MTG_TMT_66_ENG_NF.jpg?v=1770155312,53880821318004,NM,SIN-MTG-TMT-66-ENG-NM-NF,NM,,,2.99,2.99,True,,
14928460218740,"Madame Null, Power Broker [66] [Teenage Mutant Ninja Turtles] [Non-Foil]",madame-null-power-broker-66-teenage-mutant-ninja-turtles-non-foil,Magic,Singles,,2026-02-03T16:48:43-05:00,2026-02-18T12:10:28-05:00,https://facetofacegames.com/products/madame-null-power-broker-66-teenage-mutant-ninja-turtles-non-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/67c323e5b9d4c81897636b686210c52f7b2b69a7_Asset_SIN_MTG_TMT_66_ENG_NF.jpg?v=1770155312,53880821350772,PL,SIN-MTG-TMT-66-ENG-PL-NF,PL,,,0.00,,False,,
14928460185972,"Madame Null, Power Broker [66] [Teenage Mutant Ninja Turtles] [Foil]",madame-null-power-broker-66-teenage-mutant-ninja-turtles-foil,Magic,Singles,,2026-02-03T16:48:43-05:00,2026-02-18T12:10:28-05:00,https://facetofacegames.com/products/madame-null-power-broker-66-teenage-mutant-ninja-turtles-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/26f38f25805013cba36bca8e7e58585aca6b8963_Asset_SIN_MTG_TMT_66_ENG_F.jpg?v=1770155312,53880821252468,NM,SIN-MTG-TMT-66-ENG-NM-F,NM,,,3.99,3.99,True,,
14928460185972,"Madame Null, Power Broker [66] [Teenage Mutant Ninja Turtles] [Foil]",madame-null-power-broker-66-teenage-mutant-ninja-turtles-foil,Magic,Singles,,2026-02-03T16:48:43-05:00,2026-02-18T12:10:28-05:00,https://facetofacegames.com/products/madame-null-power-broker-66-teenage-mutant-ninja-turtles-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/26f38f25805013cba36bca8e7e58585aca6b8963_Asset_SIN_MTG_TMT_66_ENG_F.jpg?v=1770155312,53880821285236,PL,SIN-MTG-TMT-66-ENG-PL-F,PL,,,0.00,,False,,
14928458514804,Plains [253] [Full Art] [Pizza Basic Land ] [Teenage Mutant Ninja Turtles] [Non-Foil],plains-253-full-art-pizza-basic-land-teenage-mutant-ninja-turtles-non-foil,Magic,Singles,,2026-02-03T16:48:28-05:00,2026-02-18T12:10:28-05:00,https://facetofacegames.com/products/plains-253-full-art-pizza-basic-land-teenage-mutant-ninja-turtles-non-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/b08e556adc0eef73ba49827ab854c3f023711a7f_Asset_SIN_MTG_TMT_253_ENG_NF.jpg?v=1770155298,53880818041204,NM,SIN-MTG-TMT-253-ENG-NM-NF,NM,,,0.99,0.99,True,,
14928458514804,Plains [253] [Full Art] [Pizza Basic Land ] [Teenage Mutant Ninja Turtles] [Non-Foil],plains-253-full-art-pizza-basic-land-teenage-mutant-ninja-turtles-non-foil,Magic,Singles,,2026-02-03T16:48:28-05:00,2026-02-18T12:10:28-05:00,https://facetofacegames.com/products/plains-253-full-art-pizza-basic-land-teenage-mutant-ninja-turtles-non-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/b08e556adc0eef73ba49827ab854c3f023711a7f_Asset_SIN_MTG_TMT_253_ENG_NF.jpg?v=1770155298,53880818073972,PL,SIN-MTG-TMT-253-ENG-PL-NF,PL,,,0.00,,False,,
14928456483188,Michelangelo's Technique [122] [Teenage Mutant Ninja Turtles] [Non-Foil],michelangelos-technique-122-teenage-mutant-ninja-turtles-non-foil,Magic,Singles,,2026-02-03T16:48:23-05:00,2026-02-18T12:10:28-05:00,https://facetofacegames.com/products/michelangelos-technique-122-teenage-mutant-ninja-turtles-non-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/30289e6b88c97dcd1950d989c0d8d177e40a8c9d_Asset_SIN_MTG_TMT_122_ENG_NF.jpg?v=1770155283,53880814010740,NM,SIN-MTG-TMT-122-ENG-NM-NF,NM,,,4.99,4.99,True,,
14928456483188,Michelangelo's Technique [122] [Teenage Mutant Ninja Turtles] [Non-Foil],michelangelos-technique-122-teenage-mutant-ninja-turtles-non-foil,Magic,Singles,,2026-02-03T16:48:23-05:00,2026-02-18T12:10:28-05:00,https://facetofacegames.com/products/michelangelos-technique-122-teenage-mutant-ninja-turtles-non-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/30289e6b88c97dcd1950d989c0d8d177e40a8c9d_Asset_SIN_MTG_TMT_122_ENG_NF.jpg?v=1770155283,53880814043508,PL,SIN-MTG-TMT-122-ENG-PL-NF,PL,,,0.00,,False,,
14928456450420,Michelangelo's Technique [122] [Teenage Mutant Ninja Turtles] [Foil],michelangelos-technique-122-teenage-mutant-ninja-turtles-foil,Magic,Singles,,2026-02-03T16:48:23-05:00,2026-02-18T12:10:28-05:00,https://facetofacegames.com/products/michelangelos-technique-122-teenage-mutant-ninja-turtles-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/453cd7c215306f1712823d738d8ed2d811efc2bd_Asset_SIN_MTG_TMT_122_ENG_F.jpg?v=1770155282,53880813945204,NM,SIN-MTG-TMT-122-ENG-NM-F,NM,,,5.99,5.99,True,,
14928456450420,Michelangelo's Technique [122] [Teenage Mutant Ninja Turtles] [Foil],michelangelos-technique-122-teenage-mutant-ninja-turtles-foil,Magic,Singles,,2026-02-03T16:48:23-05:00,2026-02-18T12:10:28-05:00,https://facetofacegames.com/products/michelangelos-technique-122-teenage-mutant-ninja-turtles-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/453cd7c215306f1712823d738d8ed2d811efc2bd_Asset_SIN_MTG_TMT_122_ENG_F.jpg?v=1770155282,53880813977972,PL,SIN-MTG-TMT-122-ENG-PL-F,PL,,,0.00,,False,,
14953005089140,Dimensional Exile [4] [Teenage Mutant Ninja Turtles] [Non-Foil],dimensional-exile-4-teenage-mutant-ninja-turtles-non-foil,Magic,Singles,,2026-02-17T20:34:15-05:00,2026-02-18T12:10:25-05:00,https://facetofacegames.com/products/dimensional-exile-4-teenage-mutant-ninja-turtles-non-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/a171d685142118b3305472d2454c1baa512c4387_Asset_SIN_MTG_TMT_4_ENG_NF.jpg?v=1771444188,53932881871220,NM,SIN-MTG-TMT-4-ENG-NM-NF,NM,,,0.49,0.49,True,,
14953005089140,Dimensional Exile [4] [Teenage Mutant Ninja Turtles] [Non-Foil],dimensional-exile-4-teenage-mutant-ninja-turtles-non-foil,Magic,Singles,,2026-02-17T20:34:15-05:00,2026-02-18T12:10:25-05:00,https://facetofacegames.com/products/dimensional-exile-4-teenage-mutant-ninja-turtles-non-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/a171d685142118b3305472d2454c1baa512c4387_Asset_SIN_MTG_TMT_4_ENG_NF.jpg?v=1771444188,53932881903988,PL,SIN-MTG-TMT-4-ENG-PL-NF,PL,,,0.00,,False,,
14953000075636,Courier of Comestibles [112] [Teenage Mutant Ninja Turtles] [Foil],courier-of-comestibles-112-teenage-mutant-ninja-turtles-foil,Magic,Singles,,2026-02-17T20:33:03-05:00,2026-02-18T12:10:25-05:00,https://facetofacegames.com/products/courier-of-comestibles-112-teenage-mutant-ninja-turtles-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/60a0b9accb44951db2e51a264cdf00268a0e6048_Asset_SIN_MTG_TMT_112_ENG_F.jpg?v=1771444133,53932871942516,NM,SIN-MTG-TMT-112-ENG-NM-F,NM,,,0.49,0.49,True,,
14953000075636,Courier of Comestibles [112] [Teenage Mutant Ninja Turtles] [Foil],courier-of-comestibles-112-teenage-mutant-ninja-turtles-foil,Magic,Singles,,2026-02-17T20:33:03-05:00,2026-02-18T12:10:25-05:00,https://facetofacegames.com/products/courier-of-comestibles-112-teenage-mutant-ninja-turtles-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/60a0b9accb44951db2e51a264cdf00268a0e6048_Asset_SIN_MTG_TMT_112_ENG_F.jpg?v=1771444133,53932871975284,PL,SIN-MTG-TMT-112-ENG-PL-F,PL,,,0.00,,False,,
14953005416820,Dimensional Exile [4] [Teenage Mutant Ninja Turtles] [Foil],dimensional-exile-4-teenage-mutant-ninja-turtles-foil,Magic,Singles,,2026-02-17T20:34:18-05:00,2026-02-18T12:06:51-05:00,https://facetofacegames.com/products/dimensional-exile-4-teenage-mutant-ninja-turtles-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/617bda943e97deb5442b2fc632409c0fb33b239c_Asset_SIN_MTG_TMT_4_ENG_F.jpg?v=1771444181,53932882657652,NM,SIN-MTG-TMT-4-ENG-NM-F,NM,,,0.49,0.49,True,,
14953005416820,Dimensional Exile [4] [Teenage Mutant Ninja Turtles] [Foil],dimensional-exile-4-teenage-mutant-ninja-turtles-foil,Magic,Singles,,2026-02-17T20:34:18-05:00,2026-02-18T12:06:51-05:00,https://facetofacegames.com/products/dimensional-exile-4-teenage-mutant-ninja-turtles-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/617bda943e97deb5442b2fc632409c0fb33b239c_Asset_SIN_MTG_TMT_4_ENG_F.jpg?v=1771444181,53932882690420,PL,SIN-MTG-TMT-4-ENG-PL-F,PL,,,0.00,,False,,
14953000239476,Foot Elite [146] [Teenage Mutant Ninja Turtles] [Foil],foot-elite-146-teenage-mutant-ninja-turtles-foil,Magic,Singles,,2026-02-17T20:33:04-05:00,2026-02-18T12:06:51-05:00,https://facetofacegames.com/products/foot-elite-146-teenage-mutant-ninja-turtles-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/ecf4b52c268ef5ac92f3409c5e8c81eb7de7e7d3_Asset_SIN_MTG_TMT_146_ENG_F.jpg?v=1771444134,53932872728948,NM,SIN-MTG-TMT-146-ENG-NM-F,NM,,,0.29,0.29,True,,
14953000239476,Foot Elite [146] [Teenage Mutant Ninja Turtles] [Foil],foot-elite-146-teenage-mutant-ninja-turtles-foil,Magic,Singles,,2026-02-17T20:33:04-05:00,2026-02-18T12:06:51-05:00,https://facetofacegames.com/products/foot-elite-146-teenage-mutant-ninja-turtles-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/ecf4b52c268ef5ac92f3409c5e8c81eb7de7e7d3_Asset_SIN_MTG_TMT_146_ENG_F.jpg?v=1771444134,53932872761716,PL,SIN-MTG-TMT-146-ENG-PL-F,PL,,,0.00,,False,,
14928458350964,Leonardo's Technique [18] [Teenage Mutant Ninja Turtles] [Foil],leonardos-technique-18-teenage-mutant-ninja-turtles-foil,Magic,Singles,,2026-02-03T16:48:28-05:00,2026-02-18T12:06:51-05:00,https://facetofacegames.com/products/leonardos-technique-18-teenage-mutant-ninja-turtles-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/b60b97f7f232fe842bbb26ecd87bd898c4322ce0_Asset_SIN_MTG_TMT_18_ENG_F.jpg?v=1770155296,53880817713524,NM,SIN-MTG-TMT-18-ENG-NM-F,NM,,,7.99,7.99,True,,
14928458350964,Leonardo's Technique [18] [Teenage Mutant Ninja Turtles] [Foil],leonardos-technique-18-teenage-mutant-ninja-turtles-foil,Magic,Singles,,2026-02-03T16:48:28-05:00,2026-02-18T12:06:51-05:00,https://facetofacegames.com/products/leonardos-technique-18-teenage-mutant-ninja-turtles-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/b60b97f7f232fe842bbb26ecd87bd898c4322ce0_Asset_SIN_MTG_TMT_18_ENG_F.jpg?v=1770155296,53880817746292,PL,SIN-MTG-TMT-18-ENG-PL-F,PL,,,0.00,,False,,
14928456876404,Leader's Talent [13] [Teenage Mutant Ninja Turtles] [Non-Foil],leaders-talent-13-teenage-mutant-ninja-turtles-non-foil,Magic,Singles,,2026-02-03T16:48:24-05:00,2026-02-18T12:06:51-05:00,https://facetofacegames.com/products/leaders-talent-13-teenage-mutant-ninja-turtles-non-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/9670f8dc6f6825a4a9e9ea7d406594591dbb2bde_Asset_SIN_MTG_TMT_13_ENG_NF.jpg?v=1770155284,53880814764404,NM,SIN-MTG-TMT-13-ENG-NM-NF,NM,,,2.99,2.99,True,,
14928456876404,Leader's Talent [13] [Teenage Mutant Ninja Turtles] [Non-Foil],leaders-talent-13-teenage-mutant-ninja-turtles-non-foil,Magic,Singles,,2026-02-03T16:48:24-05:00,2026-02-18T12:06:51-05:00,https://facetofacegames.com/products/leaders-talent-13-teenage-mutant-ninja-turtles-non-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/9670f8dc6f6825a4a9e9ea7d406594591dbb2bde_Asset_SIN_MTG_TMT_13_ENG_NF.jpg?v=1770155284,53880814797172,PL,SIN-MTG-TMT-13-ENG-PL-NF,PL,,,0.00,,False,,
14928458056052,"Leonardo, Sewer Samurai [17] [Teenage Mutant Ninja Turtles] [Foil]",leonardo-sewer-samurai-17-teenage-mutant-ninja-turtles-foil,Magic,Singles,,2026-02-03T16:48:27-05:00,2026-02-18T12:06:50-05:00,https://facetofacegames.com/products/leonardo-sewer-samurai-17-teenage-mutant-ninja-turtles-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/4411f42611cf8c0bda82ad72b39b5124c328d0ff_Asset_SIN_MTG_TMT_17_ENG_F.jpg?v=1770155295,53880817189236,NM,SIN-MTG-TMT-17-ENG-NM-F,NM,,,14.99,14.99,True,,
14928458056052,"Leonardo, Sewer Samurai [17] [Teenage Mutant Ninja Turtles] [Foil]",leonardo-sewer-samurai-17-teenage-mutant-ninja-turtles-foil,Magic,Singles,,2026-02-03T16:48:27-05:00,2026-02-18T12:06:50-05:00,https://facetofacegames.com/products/leonardo-sewer-samurai-17-teenage-mutant-ninja-turtles-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/4411f42611cf8c0bda82ad72b39b5124c328d0ff_Asset_SIN_MTG_TMT_17_ENG_F.jpg?v=1770155295,53880817222004,PL,SIN-MTG-TMT-17-ENG-PL-F,PL,,,0.00,,False,,
14928457892212,"Krang, Utrom Warlord [175] [Teenage Mutant Ninja Turtles] [Non-Foil]",krang-utrom-warlord-175-teenage-mutant-ninja-turtles-non-foil,Magic,Singles,,2026-02-03T16:48:27-05:00,2026-02-18T12:06:50-05:00,https://facetofacegames.com/products/krang-utrom-warlord-175-teenage-mutant-ninja-turtles-non-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/ad10931235593bffc6bceb53b01265ceac174e39_Asset_SIN_MTG_TMT_175_ENG_NF.jpg?v=1770155294,53880816796020,NM,SIN-MTG-TMT-175-ENG-NM-NF,NM,,,49.99,49.99,True,,
14928457892212,"Krang, Utrom Warlord [175] [Teenage Mutant Ninja Turtles] [Non-Foil]",krang-utrom-warlord-175-teenage-mutant-ninja-turtles-non-foil,Magic,Singles,,2026-02-03T16:48:27-05:00,2026-02-18T12:06:50-05:00,https://facetofacegames.com/products/krang-utrom-warlord-175-teenage-mutant-ninja-turtles-non-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/ad10931235593bffc6bceb53b01265ceac174e39_Asset_SIN_MTG_TMT_175_ENG_NF.jpg?v=1770155294,53880816828788,PL,SIN-MTG-TMT-175-ENG-PL-NF,PL,,,0.00,,False,,
14928457400692,"Leonardo, Cutting Edge [15] [Teenage Mutant Ninja Turtles] [Non-Foil]",leonardo-cutting-edge-15-teenage-mutant-ninja-turtles-non-foil,Magic,Singles,,2026-02-03T16:48:26-05:00,2026-02-18T12:06:50-05:00,https://facetofacegames.com/products/leonardo-cutting-edge-15-teenage-mutant-ninja-turtles-non-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/2d65d219f3ee06f8b40498d055305440ea722832_Asset_SIN_MTG_TMT_15_ENG_NF.jpg?v=1770155290,53880815747444,NM,SIN-MTG-TMT-15-ENG-NM-NF,NM,,,7.99,7.99,True,,
14928457400692,"Leonardo, Cutting Edge [15] [Teenage Mutant Ninja Turtles] [Non-Foil]",leonardo-cutting-edge-15-teenage-mutant-ninja-turtles-non-foil,Magic,Singles,,2026-02-03T16:48:26-05:00,2026-02-18T12:06:50-05:00,https://facetofacegames.com/products/leonardo-cutting-edge-15-teenage-mutant-ninja-turtles-non-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/2d65d219f3ee06f8b40498d055305440ea722832_Asset_SIN_MTG_TMT_15_ENG_NF.jpg?v=1770155290,53880815780212,PL,SIN-MTG-TMT-15-ENG-PL-NF,PL,,,0.00,,False,,
14953000403316,"Karai, Future of the Foot [151] [Teenage Mutant Ninja Turtles] [Non-Foil]",karai-future-of-the-foot-151-teenage-mutant-ninja-turtles-non-foil,Magic,Singles,,2026-02-17T20:33:04-05:00,2026-02-18T12:06:48-05:00,https://facetofacegames.com/products/karai-future-of-the-foot-151-teenage-mutant-ninja-turtles-non-foil,https://cdn.shopify.com/s/files/1/0574/4692/4324/files/2512af20f55750ddd35a6f1d17687a2077bb5215_Asset_SIN_MTG_TMT_151_ENG_NF.jpg?v=1771444135,53932872532340,NM,SIN-MTG-TMT-151-ENG-NM-NF,NM,,,0.49,0.49,True,,
